name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=16440,delhi,Pacific Mall,"sandwich, Salads, wrap, Healthy Food",4.5,3.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=94938,delhi,Rajouri Garden,American,4.5,6.7K+,1,0,₹350 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=605410,delhi,Rajouri Garden,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",4.4,1.0K+,1,0,₹500 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25451,delhi,Subhash Nagar,"Pizzas, Italian, Pastas, Desserts",4.6,13K+,1,0,₹400 for two
Salad Days,https://www.swiggy.com/dapi/menu/pl?restaurantId=458477,delhi,Rajouri Garden,Salads,4.6,6.1K+,1,0,₹500 for two
Blue Tokai Coffee Roasters,https://www.swiggy.com/dapi/menu/pl?restaurantId=763929,delhi,Rajouri Garden,"Cafe, Coffee, Beverages",4.6,1.1K+,1,0,₹600 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=317668,delhi,Rajouri Garden,"Bakery, Desserts",4.6,7.1K+,1,0,₹400 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=616083,delhi,Rajouri Garden,"Burgers, American, Fast Food, Beverages",4.5,4.4K+,1,0,₹600 for two
HRX by EatFit,https://www.swiggy.com/dapi/menu/pl?restaurantId=558797,delhi,Tilak Nagar,"Healthy Food, Salads, Burgers",4.4,716,1,0,₹450 for two
Goila Butter Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=673904,delhi,Rajouri Garden,"North Indian, Biryani, Kebabs, Desserts",4.3,2.0K+,1,0,₹600 for two
The Good Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=157773,delhi,Rajouri Garden,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",4.3,1.9K+,1,0,₹400 for two
La Pino'z Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=55272,delhi,Rajouri Garden,"Pizzas, Pastas, Italian, Desserts, Beverages",4.3,23K+,1,0,₹300 for two
Burgerama,https://www.swiggy.com/dapi/menu/pl?restaurantId=346473,delhi,Rajouri Garden,American,4.4,3.9K+,1,0,₹600 for two
"Pizza Hut | Jail Road, Delhi",https://www.swiggy.com/dapi/menu/pl?restaurantId=11106,delhi,Jail Road,Pizzas,4.4,10K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=923434,delhi,Tilak Nagar,"Burgers, Fast Food, Rolls & Wraps",4.5,2.3K+,1,0,₹400 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=1123742,delhi,RAJOURI GARDEN,"Waffle, Desserts, Ice Cream, Beverages",4.7,319,1,0,₹200 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=545333,delhi,Rajouri Garden,"Chinese, Asian, Tibetan, Desserts",4.3,3.3K+,1,0,₹250 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=546929,delhi,Rajouri Garden,"Chinese, Tibetan, Desserts",4.3,1.8K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=20971,delhi,Rajouri Garden,"Pizzas, Pastas, Italian, Desserts, Beverages",4.5,8.9K+,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=350704,delhi,Rajouri Garden,"Bakery, Desserts",4.8,9.8K+,1,0,₹300 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=16440,delhi,Pacific Mall,"sandwich, Salads, wrap, Healthy Food",4.5,3.4K+,1,0,₹350 for two
"Pizza Hut | Jail Road, Delhi",https://www.swiggy.com/dapi/menu/pl?restaurantId=11106,delhi,Jail Road,Pizzas,4.4,10K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=752532,delhi,Rajouri Garden,"Burgers, Fast Food, Rolls & Wraps",4.5,4.1K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=546929,delhi,Rajouri Garden,"Chinese, Tibetan, Desserts",4.3,1.8K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=545333,delhi,Rajouri Garden,"Chinese, Asian, Tibetan, Desserts",4.3,3.3K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=20971,delhi,Rajouri Garden,"Pizzas, Pastas, Italian, Desserts, Beverages",4.5,8.9K+,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=350704,delhi,Rajouri Garden,"Bakery, Desserts",4.8,9.8K+,1,0,₹300 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=254117,delhi,Tilak Nagar,"American, Fast Food, Beverages",4.6,33K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=16440,delhi,Pacific Mall,"sandwich, Salads, wrap, Healthy Food",4.5,3.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=94938,delhi,Rajouri Garden,American,4.5,6.7K+,1,0,₹350 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=605410,delhi,Rajouri Garden,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",4.4,1.0K+,1,0,₹500 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25451,delhi,Subhash Nagar,"Pizzas, Italian, Pastas, Desserts",4.6,13K+,1,0,₹400 for two
Salad Days,https://www.swiggy.com/dapi/menu/pl?restaurantId=458477,delhi,Rajouri Garden,Salads,4.6,6.1K+,1,0,₹500 for two
Blue Tokai Coffee Roasters,https://www.swiggy.com/dapi/menu/pl?restaurantId=763929,delhi,Rajouri Garden,"Cafe, Coffee, Beverages",4.6,1.1K+,1,0,₹600 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=317668,delhi,Rajouri Garden,"Bakery, Desserts",4.6,7.1K+,1,0,₹400 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=616083,delhi,Rajouri Garden,"Burgers, American, Fast Food, Beverages",4.5,4.4K+,1,0,₹600 for two
HRX by EatFit,https://www.swiggy.com/dapi/menu/pl?restaurantId=558797,delhi,Tilak Nagar,"Healthy Food, Salads, Burgers",4.4,716,1,0,₹450 for two
Goila Butter Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=673904,delhi,Rajouri Garden,"North Indian, Biryani, Kebabs, Desserts",4.3,2.0K+,1,0,₹600 for two
The Good Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=157773,delhi,Rajouri Garden,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",4.3,1.9K+,1,0,₹400 for two
La Pino'z Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=55272,delhi,Rajouri Garden,"Pizzas, Pastas, Italian, Desserts, Beverages",4.3,23K+,1,0,₹300 for two
Burgerama,https://www.swiggy.com/dapi/menu/pl?restaurantId=346473,delhi,Rajouri Garden,American,4.4,3.9K+,1,0,₹600 for two
